urls
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=lgbtq
https://search.usa.gov/search?affiliate=usagov&page=2&query=lgbtq&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=lgbtq&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=lgbtq&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=lgbtq&utf8=%E2%9C%93
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=lgbt
https://search.usa.gov/search?affiliate=usagov&page=2&query=lgbt&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=lgbt&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=lgbt&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=lgbt&utf8=%E2%9C%93
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=transgender
https://search.usa.gov/search?affiliate=usagov&page=2&query=transgender&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=transgender&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=transgender&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=transgender&utf8=%E2%9C%93
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=gay
https://search.usa.gov/search?affiliate=usagov&page=2&query=gay&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=gay&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=gay&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=gay&utf8=%E2%9C%93
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=lesbian
https://search.usa.gov/search?affiliate=usagov&page=2&query=lesbian&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=lesbian&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=lesbian&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=lesbian&utf8=%E2%9C%93
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=bisexual
https://search.usa.gov/search?affiliate=usagov&page=2&query=bisexual&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=bisexual&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=bisexual&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=bisexual&utf8=%E2%9C%93
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=queer
https://search.usa.gov/search?affiliate=usagov&page=2&query=queer&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=queer&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=queer&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=queer&utf8=%E2%9C%93
https://search.usa.gov/search?utf8=%E2%9C%93&affiliate=usagov&query=transgender
https://search.usa.gov/search?affiliate=usagov&page=2&query=transgender&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=3&query=transgender&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=4&query=transgender&utf8=%E2%9C%93
https://search.usa.gov/search?affiliate=usagov&page=5&query=transgender&utf8=%E2%9C%93
